id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
4a3576fa-c4d9-495d-9968-a87cce1f2d13,Arthur Miguel Borges,1948-04-26,731.350.535-89,50820747,Nogueira,DF,Brasil,F,84 2526 4708,73135053589@exemplo.com.br,2024-11-01
d42b8806-1785-4424-aa26-c19b812ccc04,Raul da Cruz,1971-05-19,901.334.855-58,09119-190,Teixeira,TO,Brasil,M,71 7818 3461,90133485558@exemplo.com.br,2024-09-05
662c6e12-f9d5-408a-8c06-bf2dbedab28b,Emanuel Costa,1941-06-12,312.607.434-68,26249-471,Novais Paulista,MG,Brasil,M,51 2426 6988,31260743468@exemplo.com.br,2025-05-29
fa9d2910-6980-4036-9970-3b66f0ff4de7,Dr. Erick Duarte,1948-12-07,071.663.779-95,28993-694,da Conceição,MA,Brasil,F,+55 (011) 4968 8499,07166377995@exemplo.com.br,2025-03-12
5434eac1-6e2a-4514-973f-fcb7e9575d78,Dra. Jade Sales,1990-08-02,366.230.975-27,09720715,Monteiro,AM,Brasil,F,+55 84 3324-5213,36623097527@exemplo.com.br,2024-01-25
55efde79-3fd2-4dcd-80d4-5ecefd0acb6d,Maria Alice Aparecida,1938-10-22,610.335.524-96,39527400,Sá,AC,Brasil,F,+55 11 8158 6554,61033552496@exemplo.com.br,2024-04-26
647eb348-518e-4194-b5d9-199314ff8df5,Davi Lucas Dias,1953-10-11,104.796.166-32,65024-080,Cunha da Praia,SP,Brasil,M,0300 819 8969,10479616632@exemplo.com.br,2023-12-22
cc2bcea1-ba5d-4ddb-8764-03f6003111b3,Isabel Novaes,1986-08-30,030.634.808-09,65779-462,Fonseca,AP,Brasil,F,+55 84 4882 3216,03063480809@exemplo.com.br,2025-06-05
6698ccc5-e658-43e2-8cd3-d5617f0ffeb5,Dr. Asafe Brito,1951-03-12,857.114.971-21,28692545,Macedo,RO,Brasil,M,(084) 6983-6820,85711497121@exemplo.com.br,2023-12-01
8e856f94-3181-4b26-9a80-b0d34690a77c,Dr. Oliver Carvalho,1937-09-10,493.285.812-50,09352-543,Mendonça das Pedras,TO,Brasil,M,61 9158 8868,49328581250@exemplo.com.br,2024-01-26
005dcb40-d48f-43de-81a6-607e2e91b273,Dr. Benicio Pereira,1993-02-06,005.839.571-64,06992-617,da Conceição das Pedras,RJ,Brasil,F,+55 (081) 3304-7985,00583957164@exemplo.com.br,2024-01-05
b2052659-f779-4275-9907-9a0951fce906,Nicolas Cunha,1939-01-18,618.032.102-59,70828-431,Porto,RJ,Brasil,F,+55 71 9139-2305,61803210259@exemplo.com.br,2023-10-30
355bfe9c-bb69-4d03-8352-09cfe56af772,Yasmin Viana,1951-08-22,870.632.014-21,58846-301,Farias,DF,Brasil,F,(051) 6644-8074,87063201421@exemplo.com.br,2024-05-30
11d91f2b-e28a-4a27-a3d4-b8c589a5fad8,Dr. Igor Brito,1978-12-10,990.299.161-21,82290077,Cunha,CE,Brasil,M,(051) 9879 1124,99029916121@exemplo.com.br,2024-12-14
d06298c5-2b05-4275-a570-4837e7b5d29e,Maya Santos,1992-10-26,748.755.337-78,97594-162,Nogueira de Pinto,PI,Brasil,M,+55 21 6625 8875,74875533778@exemplo.com.br,2024-06-25
b886659f-d89f-4513-96ef-441dfe8a6a5e,Luísa Gonçalves,1989-08-24,789.792.043-36,78934654,Sampaio,PR,Brasil,F,+55 51 4470 0910,78979204336@exemplo.com.br,2024-01-15
6ba2d193-71e8-436c-b795-364a078a7820,Lara Castro,1983-02-11,165.580.163-06,25028332,Dias de Minas,TO,Brasil,M,61 9409 0688,16558016306@exemplo.com.br,2025-03-17
98b5075b-26a3-482c-8b52-806f4d50ba5e,Henry Gabriel Cirino,1937-04-17,850.212.076-57,67290-153,Santos,SC,Brasil,M,+55 41 0273-2949,85021207657@exemplo.com.br,2024-03-03
8e6bdff3-b8e2-49d4-b751-77efa34ce83b,Sr. Apollo da Luz,1961-01-22,097.003.185-83,27258-598,Pacheco de Goiás,PI,Brasil,F,31 4191-7606,09700318583@exemplo.com.br,2024-02-13
e7c7c059-27df-4bcf-ad7d-970267d9d2cd,Sophie Nogueira,1985-01-02,694.213.525-03,72554614,Azevedo,MA,Brasil,M,+55 (021) 3915-7356,69421352503@exemplo.com.br,2025-08-07
3b0afa7e-30cb-4a9d-ad0d-21b5b0e0034a,Isaac Viana,1962-04-01,056.702.429-54,85623360,Santos,SE,Brasil,M,+55 84 0363 4997,05670242954@exemplo.com.br,2024-01-11
c4154aeb-429c-4f3e-8337-471f8c7c2600,Sara Silva,1977-09-08,799.753.912-27,71570668,Cardoso,PA,Brasil,F,(081) 2959 8883,79975391227@exemplo.com.br,2024-01-27
facfe50f-4597-44c8-96b5-b5de6a086a0e,Gabrielly Cirino,1943-08-23,968.094.203-34,46806503,da Rocha,PI,Brasil,F,(021) 5360 0632,96809420334@exemplo.com.br,2024-12-01
246a098a-acd5-4b21-9198-ec20de44e742,Diogo Fonseca,1994-03-17,394.102.141-54,51124944,Martins,SP,Brasil,M,+55 71 7250 4306,39410214154@exemplo.com.br,2025-07-25
27d249c8-d6dc-4717-b46b-1820e1aceece,Felipe da Rosa,2007-02-22,779.979.583-21,50900-211,Azevedo do Amparo,AM,Brasil,F,(061) 4156 0415,77997958321@exemplo.com.br,2024-12-07
90c6ae9c-c722-4bcb-a9b1-cad9bb53740d,Maya Caldeira,1949-10-24,516.753.058-76,60535-654,Vargas,AC,Brasil,F,84 5935-2079,51675305876@exemplo.com.br,2023-12-30
9e334419-6a91-456e-a6c0-e76977425d55,Lorena Gomes,1991-07-08,225.351.586-61,78447-835,Cirino,DF,Brasil,M,(081) 3112 6163,22535158661@exemplo.com.br,2025-05-03
50217239-1626-4451-aa98-aa881874a586,Amanda Moreira,1944-10-08,437.018.060-67,93096525,Mendonça,SE,Brasil,F,+55 31 3053-4651,43701806067@exemplo.com.br,2023-11-12
ad903618-1615-45ae-9886-4ade64f04fd5,Dr. Bento Rezende,1958-04-27,032.390.323-77,66596831,Albuquerque,BA,Brasil,M,0800-632-0130,03239032377@exemplo.com.br,2025-03-05
542b1d4a-eb81-4cdd-949f-a589fab3f84e,Helena da Cunha,2007-10-24,118.210.471-08,49254362,Cardoso de Minas,RO,Brasil,F,(081) 2665-3671,11821047108@exemplo.com.br,2024-03-16
abe3d14d-e9fd-440c-aa42-648f9ee9f02b,Eloah Castro,1940-12-02,207.556.948-07,46287-355,Pastor,GO,Brasil,F,31 8741-8266,20755694807@exemplo.com.br,2025-07-17
a1d23644-3031-4c8d-b96a-bc9fd569075f,Ana Beatriz Moraes,1977-01-07,103.423.591-58,52993-487,Nunes,SP,Brasil,F,(031) 3730-0681,10342359158@exemplo.com.br,2024-03-20
6a55651f-8f7a-4e9e-96bb-6902802f722e,Srta. Ana Júlia Carvalho,1955-02-28,170.600.253-96,40511-646,Abreu,MT,Brasil,F,+55 81 1990-5960,17060025396@exemplo.com.br,2023-10-30
3fafde6a-4045-419d-a6db-9817bd8c8a2d,Dra. Luiza Monteiro,2003-08-29,336.064.902-57,34587580,Pastor Alegre,AC,Brasil,F,+55 81 1360 4510,33606490257@exemplo.com.br,2024-03-18
69e7a3bb-fbd0-40ff-b1b1-d33f1965dcf8,Mariana Dias,1965-06-07,107.772.492-10,61957-080,Lopes de Minas,TO,Brasil,M,(051) 2157 6637,10777249210@exemplo.com.br,2024-04-07
bbdba862-5e3d-4466-917c-69b132bd74c0,Yuri Martins,1984-11-01,076.685.789-69,44540-871,Pimenta,SC,Brasil,M,(011) 8065 5325,07668578969@exemplo.com.br,2024-12-24
bb381f19-3790-4466-b150-d1f98a1b6113,Camila Novais,1962-02-04,312.481.329-65,68896532,Camargo de Minas,PA,Brasil,M,0800-574-5749,31248132965@exemplo.com.br,2024-09-08
9ca75e8a-ec55-4ee9-820a-3eb1ccfc170a,Henrique da Costa,1967-05-28,002.070.151-24,19341879,da Costa de Monteiro,SC,Brasil,F,+55 61 9845 0298,00207015124@exemplo.com.br,2023-12-24
06efe280-c658-4929-9efb-6ad617807b37,Maria Laura Machado,1987-12-06,526.329.795-81,63097151,Cavalcanti,MS,Brasil,F,(084) 1896 2113,52632979581@exemplo.com.br,2023-12-19
8c32657e-688a-4ac1-96e0-b11b8f92c08a,Dr. Vicente Mendonça,1990-11-08,086.544.566-27,93164554,Guerra,BA,Brasil,M,+55 84 5392 1020,08654456627@exemplo.com.br,2024-07-04
1cac4672-7f55-44a3-94cc-72a7e0f4a7de,Luiz Otávio Cassiano,1991-02-22,497.827.604-63,19546708,Aparecida,RO,Brasil,M,+55 (021) 2567-7350,49782760463@exemplo.com.br,2024-06-28
d1684df3-3f8b-4cd6-ac54-0480a6e43621,Srta. Daniela Albuquerque,1965-07-26,643.247.366-98,57463788,Câmara do Campo,RO,Brasil,F,84 3593-9056,64324736698@exemplo.com.br,2023-11-24
f37e5412-0b70-42ec-a786-716705a9cb3a,Luiz Fernando Porto,1968-03-23,063.833.224-33,42385570,Lopes,SP,Brasil,M,+55 81 3588-7910,06383322433@exemplo.com.br,2024-05-23
86391a6c-b945-44d7-b235-68fbca18cf5f,Helena Camargo,1946-08-03,297.901.998-25,60313-630,Cirino das Pedras,SC,Brasil,M,+55 (061) 8055 3689,29790199825@exemplo.com.br,2024-07-08
3fd04b62-a0de-46de-8e21-4b47b373e86c,Helena Freitas,1946-12-12,634.734.546-21,59990-351,Ribeiro,SE,Brasil,M,+55 31 3841-3292,63473454621@exemplo.com.br,2025-04-17
11d8c16a-bc11-49a6-bf81-7584b8e98259,Daniela Lopes,1948-05-25,279.803.407-51,31679-666,da Mata,ES,Brasil,M,31 5715-7889,27980340751@exemplo.com.br,2025-06-15
ac12c8f5-7bb3-45a6-bd13-bb3184fd6536,Enzo Souza,1992-07-16,546.820.850-50,95162-715,Duarte,AL,Brasil,M,11 1587-4247,54682085050@exemplo.com.br,2025-05-30
d3a14a73-786e-4e8a-9ec7-6b88a27584e2,Guilherme Costela,1985-09-18,064.299.779-44,51959-195,Moraes dos Dourados,PE,Brasil,M,+55 61 8506 5268,06429977944@exemplo.com.br,2025-03-21
5cc22ec3-df94-43d0-8708-1d8355bfa215,Maria Helena Rezende,1957-07-07,098.250.648-87,22412515,Porto,GO,Brasil,M,84 9831-2406,09825064887@exemplo.com.br,2024-06-03
433fe309-ebf1-472a-8310-abfce1b5110b,Sr. Ryan Fernandes,1947-10-28,191.050.522-15,92397886,Abreu de Rios,ES,Brasil,F,(011) 5710 2613,19105052215@exemplo.com.br,2024-07-25
612370a1-0d22-498d-8847-0cc20af2f67c,Heloísa Ramos,1989-10-09,234.139.659-42,18399829,Barbosa,PB,Brasil,M,(021) 1210 9302,23413965942@exemplo.com.br,2024-10-23
a8f06793-d953-4bc8-a929-27bff26f8946,Matheus Gonçalves,1962-08-04,732.521.510-64,72748886,Silveira,MS,Brasil,M,0800-847-9586,73252151064@exemplo.com.br,2025-03-08
68a6e62c-d9fe-4a3c-b39f-78afd5928911,Juliana Fogaça,1988-05-26,132.515.261-06,44525-433,Moura,AM,Brasil,F,(051) 6252-7457,13251526106@exemplo.com.br,2025-02-06
ec47374a-48de-4bda-b26c-5733b6d69e6c,Marcelo Moura,1968-06-09,065.516.644-42,75778626,Rodrigues Verde,PR,Brasil,M,+55 (051) 3529 5784,06551664442@exemplo.com.br,2025-06-29
34dbcab8-29e6-469e-a15f-82fe7719e108,Thiago Garcia,1970-02-13,204.394.251-15,42436-797,Cunha Grande,RS,Brasil,F,(021) 6110-4110,20439425115@exemplo.com.br,2024-10-13
a53a4d41-4c83-4f28-b4fd-aef8ba592121,Dra. Isis Mendes,1952-10-26,978.017.856-88,77812-111,Guerra,RN,Brasil,M,(021) 7399 8722,97801785688@exemplo.com.br,2025-04-06
89baf17d-5075-4e9a-8151-0e6289a749bc,Paulo Nogueira,2006-03-28,207.439.090-26,12436-971,Teixeira do Norte,ES,Brasil,F,+55 11 6873 0154,20743909026@exemplo.com.br,2024-02-15
3b37d423-34a5-4afe-8ba1-3692159632e5,Renan Fernandes,1938-03-13,816.691.162-47,88153-557,Cardoso,RN,Brasil,F,0900 929 5045,81669116247@exemplo.com.br,2024-02-23
e07172dd-f0df-46e2-a794-c519bf93b1ae,Vitor Hugo Campos,1968-05-22,806.700.530-22,05939-082,Dias,SP,Brasil,F,+55 41 7947-8582,80670053022@exemplo.com.br,2025-05-22
a2c655bd-71bf-47b1-b824-15358dbb26d5,Srta. Marina Macedo,1989-08-29,671.702.596-72,08926-454,Pires,GO,Brasil,F,41 5381-6687,67170259672@exemplo.com.br,2025-08-26
e826bbe2-83eb-4a3b-a1a1-a3f53ef0a8e0,Henry Brito,1976-08-04,353.210.064-02,64524129,da Mota,MA,Brasil,F,(084) 9718-7504,35321006402@exemplo.com.br,2024-10-21
1f0b6d62-a4a4-4c41-883f-83b0d56c1717,Dra. Alícia Almeida,1979-11-19,033.683.972-78,88285-312,Pimenta do Sul,AM,Brasil,M,+55 81 7574 7041,03368397278@exemplo.com.br,2025-10-20
31228a33-d50a-4d78-8438-afe4182cf2d0,Léo Lopes,1955-05-11,839.533.149-86,47956048,Lima,PA,Brasil,F,(011) 0312-8160,83953314986@exemplo.com.br,2025-07-08
a40f27e6-65ef-4ae4-8752-8d77b17ac487,João da Cunha,1988-12-12,068.466.633-88,20353-437,Barbosa,RJ,Brasil,F,31 0040-2090,06846663388@exemplo.com.br,2024-01-24
6b9c396d-3156-4f84-bfda-232b06a61da1,Dr. Kaique Almeida,1935-08-17,968.807.608-72,38790-712,da Cunha dos Dourados,PI,Brasil,M,81 0545 0965,96880760872@exemplo.com.br,2025-03-20
e001cd20-5d1f-4bff-a2d6-718da98aeecd,Alice da Cruz,1947-12-13,611.648.648-06,67935-647,Rios do Amparo,MT,Brasil,F,0900-017-1349,61164864806@exemplo.com.br,2024-12-11
dad73e40-3613-4eac-9899-d2ccbedbdb03,Benjamin Nunes,1975-01-13,365.462.025-75,03561-996,Marques da Serra,AM,Brasil,F,+55 (071) 3639-8872,36546202575@exemplo.com.br,2024-03-02
b88ebc93-6270-460a-a23b-da1db0bb28d6,Sophia Macedo,1937-08-07,738.290.437-40,50822260,da Mata da Mata,SC,Brasil,F,(051) 8043-1064,73829043740@exemplo.com.br,2024-01-13
92a85822-7465-4e35-a43b-32fde838d1e9,Dom da Paz,1956-10-08,944.191.135-95,89740810,Cavalcanti,PR,Brasil,M,84 3551-5227,94419113595@exemplo.com.br,2024-02-15
b0c5909f-678e-4a6e-84f0-65eb8cadf6f8,Maria Flor Abreu,1969-01-31,229.803.903-38,20004-560,Silveira,RO,Brasil,M,+55 (021) 0866 0771,22980390338@exemplo.com.br,2023-10-30
3f0118b2-bf56-4584-9dbb-85fb1e9a2db2,Ana Laura Caldeira,1979-04-18,368.124.354-20,52470-198,Mendonça da Praia,AP,Brasil,F,+55 31 9172-1586,36812435420@exemplo.com.br,2025-06-13
f113f075-7447-46d4-aefa-b2ce84c31df9,Sr. Antony Pacheco,1995-04-12,653.163.048-05,31229-280,Lima,RR,Brasil,M,61 7304 3370,65316304805@exemplo.com.br,2025-06-21
ece93382-590d-4624-9653-bd0576a86684,Kevin Caldeira,2006-12-16,974.339.256-43,44347696,Rodrigues das Pedras,MT,Brasil,F,41 6618-8604,97433925643@exemplo.com.br,2024-03-30
cbf1d90d-3201-450a-9c67-f641e03910be,Sr. Thomas Leão,1953-04-24,098.639.242-51,34942971,Novaes,AC,Brasil,F,(081) 1810-8119,09863924251@exemplo.com.br,2025-06-14
bd140ca9-283d-4545-870c-a761dd75c008,Camila Cavalcante,1949-03-04,514.107.840-17,05685848,Rios da Serra,PA,Brasil,F,+55 (084) 9786 4579,51410784017@exemplo.com.br,2024-01-19
a7c6d8a4-db54-44f8-aeb4-e326ebdbf689,Heloisa Caldeira,1976-04-23,727.157.211-75,05767255,Peixoto de Vieira,DF,Brasil,M,+55 61 5711-3225,72715721175@exemplo.com.br,2024-03-03
1fa55844-2ea7-4dfb-a4dc-ee4262369884,Oliver Silveira,1948-09-30,571.976.633-99,03681-768,Vasconcelos,PE,Brasil,M,+55 (011) 4162-7636,57197663399@exemplo.com.br,2024-09-01
805b654c-1712-47b4-b77d-edd2ef934381,Maria Júlia Almeida,2002-05-31,306.499.490-22,37704673,Santos Verde,PR,Brasil,F,(071) 4332-0879,30649949022@exemplo.com.br,2024-07-08
8937a33e-041c-4343-827f-5bc3b75f3148,Sara Câmara,1983-07-04,311.030.770-96,42787136,Santos da Mata,BA,Brasil,F,+55 (011) 1439-0654,31103077096@exemplo.com.br,2024-03-29
852b807a-14df-46d4-bc2e-0dcac59124e1,Maysa Machado,2001-01-27,767.345.115-99,31033-092,Borges da Serra,PE,Brasil,M,+55 (061) 8240-9297,76734511599@exemplo.com.br,2025-10-10
68187a7a-d3da-4693-a5c5-d539717cf667,Maya Pereira,1957-03-02,040.263.382-22,53237-977,Gonçalves de Freitas,RS,Brasil,M,0900-441-5441,04026338222@exemplo.com.br,2024-08-04
90863bc7-2403-4781-967b-df7ee2284de7,Emanuella Cavalcanti,1944-09-13,155.714.141-07,31774394,Silveira,BA,Brasil,F,21 7953-9570,15571414107@exemplo.com.br,2025-05-23
ee0c9689-9982-419d-ba0c-4adbee0e6bc9,Ana Carolina Rios,1946-09-19,143.561.180-52,92171-465,Cavalcante Alegre,RR,Brasil,M,71 6191-3065,14356118052@exemplo.com.br,2024-11-28
406151b0-9c92-441c-bc30-cb98ba73c09c,Beatriz Farias,1972-01-19,430.833.174-57,97089534,Aragão,PI,Brasil,F,+55 31 8543 3709,43083317457@exemplo.com.br,2025-07-10
e01467af-6d24-4954-89fa-b33c5c2d4a54,Isabela Nascimento,1949-09-14,694.596.469-27,64991374,Vargas,GO,Brasil,F,71 4317 7215,69459646927@exemplo.com.br,2025-09-20
8b054ae4-ff4c-47bb-8373-1a63e2607d4a,Dr. Theo Costa,1999-10-02,585.170.980-11,37868455,Santos de Minas,PA,Brasil,M,+55 11 5795-4872,58517098011@exemplo.com.br,2025-06-23
4be4a160-6a46-4296-a3d2-267bebdbf5e8,Aylla Melo,1998-10-28,893.309.669-34,93713-131,da Conceição,BA,Brasil,M,+55 11 6350 8340,89330966934@exemplo.com.br,2025-06-10
bdfc978f-aa4b-4ca4-b9d5-c8d566470973,Letícia Gonçalves,1966-09-23,046.110.471-50,12869-642,Cardoso,MT,Brasil,M,+55 51 9937 2350,04611047150@exemplo.com.br,2024-05-04
66a0765c-60de-4f4a-8e7c-5b7f364be74b,Sara Duarte,1946-12-07,994.274.133-03,28164686,da Cruz das Flores,AP,Brasil,M,41 2309-1938,99427413303@exemplo.com.br,2025-08-22
375d16c9-64d7-4a2d-b6cf-33ec5e7abc8f,Dr. Benício Machado,2007-01-22,458.492.517-69,61761-309,Moura,RN,Brasil,M,+55 81 0254-9665,45849251769@exemplo.com.br,2024-05-16
cd477258-9cd2-40e3-81e6-8190d4813777,Murilo da Mata,1995-02-25,594.335.527-94,58407071,Nunes da Praia,SP,Brasil,F,(031) 3063-9477,59433552794@exemplo.com.br,2023-11-14
a283c5b0-3a79-4944-9121-55bf42ae4622,Manuella Cirino,2003-07-30,601.294.342-81,25777610,Sousa,MG,Brasil,F,0800 122 4971,60129434281@exemplo.com.br,2024-11-13
225ce744-cc29-45fa-9fa1-dfcc59371411,Raquel da Mata,1987-09-24,138.371.829-26,83987-560,da Luz,SC,Brasil,M,+55 (051) 6407 8033,13837182926@exemplo.com.br,2025-01-12
1314b59f-3c77-4215-8551-ec4c383e728d,Sara Silva,1939-10-17,244.039.667-09,26618-261,da Mota de Martins,AM,Brasil,M,+55 (051) 0381-0277,24403966709@exemplo.com.br,2023-12-08
f22c5ad3-cc35-40e8-8979-9683b2320aa3,Lucca Montenegro,1972-07-26,832.492.709-99,14191813,da Luz do Galho,TO,Brasil,M,+55 (011) 2781 1651,83249270999@exemplo.com.br,2024-05-02
b764a58f-2c8c-4e75-b542-edfe6c0b4874,Arthur Miguel Costela,1952-04-26,923.275.261-44,81877038,Pastor do Amparo,MG,Brasil,F,51 8298 1200,92327526144@exemplo.com.br,2025-02-10
e0ff5469-f4c0-4cc4-92d6-f9f01d2ac0ca,Samuel Fogaça,1954-06-03,771.813.760-80,13504-141,Nascimento do Norte,AP,Brasil,F,(021) 6945 9226,77181376080@exemplo.com.br,2025-02-06
3b972e9d-ffd9-4a9d-977f-779b01cfe556,Dr. Noah Nunes,1977-03-03,621.115.698-95,09691860,Gonçalves,PR,Brasil,F,+55 (021) 2884-0519,62111569895@exemplo.com.br,2024-09-23
d5137242-44c1-41a2-a6ef-a58b41e45c9a,Carlos Eduardo Cirino,1949-05-06,146.886.245-91,76365-959,da Conceição,CE,Brasil,F,(031) 1384-2282,14688624591@exemplo.com.br,2025-01-11
4824c052-1e82-483a-a978-cecc9bf647cf,Maria da Conceição,1956-01-10,969.440.006-29,90930-157,da Rosa,AP,Brasil,M,(031) 4910 0590,96944000629@exemplo.com.br,2024-06-14
2006711e-a0cf-4546-9dae-51f921f9f7b5,Henrique Vasconcelos,1993-12-10,126.662.751-44,68740476,Siqueira da Prata,RO,Brasil,F,31 2396 4208,12666275144@exemplo.com.br,2024-03-01
0666f4f3-6256-4cc6-be24-946bb6c7cacf,Gabrielly Oliveira,1948-12-01,394.609.550-74,00704-076,Souza,PR,Brasil,M,81 0193-8732,39460955074@exemplo.com.br,2024-03-01
330628ad-3aff-4e30-8715-94f329969323,Stephany Correia,1985-03-22,415.594.956-31,06764749,Aragão,TO,Brasil,F,+55 11 7740-4948,41559495631@exemplo.com.br,2025-09-06
3fe55d3d-615b-4eb2-8e78-b108df29a10f,Sr. Benjamim Campos,1960-11-02,357.341.742-68,20590650,Campos de Minas,MG,Brasil,M,+55 (031) 2793-9796,35734174268@exemplo.com.br,2025-01-14
1c980b7c-dd10-4d0c-8695-c58795fab1f4,Carolina Santos,1977-10-09,276.472.692-22,33840-613,Costa,RN,Brasil,F,+55 31 8940 8831,27647269222@exemplo.com.br,2025-07-31
85458de6-d9c5-48a9-9f93-e7380bbd76cf,Maysa Ribeiro,2003-04-22,401.415.409-68,98338-256,Viana da Serra,SC,Brasil,M,71 2770-7137,40141540968@exemplo.com.br,2024-11-05
dd1521c9-951d-467e-ad14-b0eaa03a05fc,Srta. Luiza Pacheco,1963-10-23,396.036.126-45,12410883,Lopes,GO,Brasil,F,+55 61 2533-9798,39603612645@exemplo.com.br,2025-07-02
904f3aaf-a413-47cf-8f3c-80c1d8810980,Sofia Cunha,1941-09-11,378.079.934-09,27028818,Vargas,MG,Brasil,M,+55 (011) 3288-0188,37807993409@exemplo.com.br,2025-10-26
00420966-3b3a-4e58-927a-57bc673d25c9,Pedro Miguel da Cruz,1947-05-05,756.421.262-84,90045-425,Rocha,AM,Brasil,F,11 5095-6027,75642126284@exemplo.com.br,2024-09-11
41761ff7-974d-4c1a-b99f-8810ef72191d,João Vitor Porto,1960-01-19,024.771.345-38,02082-738,da Mata dos Dourados,AL,Brasil,M,0800 398 3091,02477134538@exemplo.com.br,2025-05-25
eedcf947-5a04-4a7d-94c3-bc9701a302f7,Srta. Elisa Correia,2007-05-14,958.406.220-09,86679484,Lopes,PA,Brasil,F,0800-857-7940,95840622009@exemplo.com.br,2024-09-10
947f5e10-6daa-432e-8644-6954e120ec72,Augusto Aragão,1947-11-04,172.710.249-09,83789824,Rocha,ES,Brasil,F,71 7849 5748,17271024909@exemplo.com.br,2024-04-05
76715074-893a-4185-b393-b5a0f2a548eb,Luara Nogueira,1956-09-29,865.970.859-38,55985-175,Peixoto da Prata,AL,Brasil,F,+55 (061) 5042 9322,86597085938@exemplo.com.br,2025-02-25
c09cc0e6-554a-416a-9842-37a51abf8100,Pedro Miguel da Conceição,1938-01-09,141.570.164-58,47334-619,Sousa Verde,RS,Brasil,F,84 7843-3727,14157016458@exemplo.com.br,2024-08-23
